quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,simd,simdqf,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf,total_stays_per_quarter_simd,total_episodes_per_quarter_simd
2021Q3,p,S08000029,NA,S08000029,d,Emergency Inpatients,NA,4,NA,1214,1788,1.47281713344316,NA,1206,8183,6.78524046434494,NA,58929,59660
2016Q3,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,908,1368,1.50660792951542,NA,899,5791,6.44160177975528,NA,48789,49574
2016Q4,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,895,1152,1.28715083798883,NA,883,6154,6.96942242355606,NA,49817,50493
2017Q1,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,856,1628,1.9018691588785,NA,847,6209,7.33057851239669,NA,48563,49158
2017Q2,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,896,1087,1.21316964285714,NA,893,5646,6.32250839865621,NA,48709,49089
2017Q3,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,845,1010,1.19526627218935,NA,847,5683,6.70956316410862,NA,48878,49750
2017Q4,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,857,1296,1.512252042007,NA,854,5127,6.00351288056206,NA,50635,51597
2018Q1,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,912,1099,1.20504385964912,NA,890,5088,5.71685393258427,NA,50296,50808
2018Q2,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,901,1052,1.16759156492786,NA,907,5461,6.02094818081588,NA,49625,49920
2018Q3,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,819,1170,1.42857142857143,NA,810,5003,6.17654320987654,NA,48847,49787
2018Q4,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,935,1210,1.29411764705882,NA,936,6348,6.78205128205128,NA,52225,52949
2019Q1,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,1025,1159,1.13073170731707,NA,1016,5506,5.41929133858268,NA,51583,52175
2019Q2,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,930,1881,2.02258064516129,NA,919,6080,6.61588683351469,NA,52222,52974
2019Q3,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,954,1455,1.5251572327044,NA,934,6092,6.52248394004283,NA,52734,53908
2019Q4,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,902,1464,1.62305986696231,NA,902,5947,6.59312638580931,NA,52902,53620
2020Q1,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,830,1397,1.68313253012048,NA,836,6913,8.26913875598086,NA,49182,48675
2020Q2,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,654,970,1.48318042813456,NA,642,4509,7.02336448598131,NA,39438,40524
2020Q3,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,852,978,1.14788732394366,NA,850,5402,6.35529411764706,NA,47617,48459
2020Q4,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,799,1217,1.52315394242804,NA,769,4991,6.49024707412224,NA,45843,46759
2021Q1,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,831,1252,1.50661853188929,NA,829,6110,7.37032569360676,NA,45623,46276
2021Q2,NA,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,942,1297,1.37685774946921,NA,941,5850,6.21679064824655,NA,50477,51506
2021Q3,p,S08000029,NA,S08000029,d,Emergency Inpatients,NA,5,NA,908,1248,1.37444933920705,NA,896,5306,5.921875,NA,48852,49110
2016Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,5,12,2.4,NA,5,12,2.4,NA,106245,107465
2016Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,5,69,13.8,NA,5,77,15.4,NA,103596,105102
2017Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,10,182,18.2,NA,10,151,15.1,NA,101208,102663
2017Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,60,128,2.13333333333333,NA,59,128,2.16949152542373,NA,103344,104270
2017Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,20,96,4.8,NA,15,94,6.26666666666667,NA,102745,104338
2017Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,10,87,8.7,NA,5,30,6,NA,104033,106076
2018Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,5,24,4.8,NA,5,24,4.8,NA,102970,103966
2018Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,10,22,2.2,NA,10,32,3.2,NA,102891,104068
2018Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,12,141,11.75,NA,10,141,14.1,NA,103640,105287
2018Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,5,140,28,NA,5,173,34.6,NA,103887,105590
2019Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,5,74,14.8,NA,5,74,14.8,NA,106111,107639
2019Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,10,60,6,NA,10,74,7.4,NA,107289,108730
2019Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,0,40,NA,z,0,40,NA,z,108731,110532
2019Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,10,108,10.8,NA,10,119,11.9,NA,106455,108127
2020Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,5,97,19.4,NA,5,97,19.4,NA,98344,98021
2020Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,15,18,1.2,NA,13,0,0,NA,80673,83110
2020Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,96701,98499
2020Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,92374,93674
2021Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,89456,91189
2021Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,102177,103517
2016Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,10,205,20.5,NA,10,158,15.8,NA,84182,85607
2016Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,5,107,21.4,NA,5,116,23.2,NA,83519,85066
2017Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,0,29,NA,z,0,29,NA,z,84626,85955
2017Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,60,15,0.25,NA,60,20,0.333333333333333,NA,85141,86553
2017Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,15,13,0.866666666666667,NA,15,0,0,NA,84955,86445
2017Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,10,100,10,NA,10,108,10.8,NA,84805,86768
2018Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,5,56,11.2,NA,5,56,11.2,NA,85976,87144
2018Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,10,142,14.2,NA,5,161,32.2,NA,85164,86141
2018Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,5,31,6.2,NA,5,30,6,NA,84037,85973
2018Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,5,80,16,NA,5,97,19.4,NA,86126,87600
2019Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,10,76,7.6,NA,10,82,8.2,NA,86380,87421
2019Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,5,36,7.2,NA,5,36,7.2,NA,88381,90071
2019Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,5,135,27,NA,5,135,27,NA,88978,90408
2019Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,5,80,16,NA,5,80,16,NA,88767,90413
2020Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,10,167,16.7,NA,10,185,18.5,NA,83194,82750
2020Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,10,8,0.8,NA,10,0,0,NA,66222,68211
2020Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,5,51,10.2,NA,0,0,NA,z,80340,82023
2021Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,0,0,NA,z,0,0,NA,z,84525,86041
2021Q3,p,S08000029,NA,F805H,NA,Emergency Inpatients,NA,2,NA,0,14,NA,z,0,14,NA,z,82189,82892
2016Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,5,43,8.6,NA,5,206,41.2,NA,68728,70229
2016Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,10,75,7.5,NA,5,83,16.6,NA,68398,70070
2017Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,5,95,19,NA,5,45,9,NA,68230,69803
2017Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,90,235,2.61111111111111,NA,90,238,2.64444444444444,NA,68555,69534
2017Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,35,175,5,NA,35,161,4.6,NA,68961,70511
2017Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,16,106,6.625,NA,15,106,7.06666666666667,NA,70445,72285
2018Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,10,127,12.7,NA,10,139,13.9,NA,70933,72325
2018Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,5,41,8.2,NA,5,56,11.2,NA,70047,71060
2018Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,5,32,6.4,NA,0,5,NA,z,68408,69983
2018Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,5,88,17.6,NA,5,75,15,NA,70761,72146
2019Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,5,39,7.8,NA,5,39,7.8,NA,71045,72547
2019Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,10,111,11.1,NA,5,102,20.4,NA,73187,74775
2019Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,5,15,3,NA,5,15,3,NA,72742,74088
2019Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,5,96,19.2,NA,5,85,17,NA,74645,76530
2020Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,5,67,13.4,NA,5,51,10.2,NA,69331,69158
2020Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,10,0,0,NA,10,0,0,NA,54636,56737
2020Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,5,132,26.4,NA,5,132,26.4,NA,66116,67727
2020Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,0,0,NA,z,0,0,NA,z,64608,66043
2021Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,3,NA,0,9,NA,z,0,0,NA,z,63159,64495
2016Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,5,105,21,NA,5,98,19.6,NA,58163,59144
2016Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,5,71,14.2,NA,5,71,14.2,NA,58095,59198
2017Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,0,21,NA,z,0,21,NA,z,57225,58155
2017Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,60,124,2.06666666666667,NA,62,129,2.08064516129032,NA,57490,58402
2017Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,21,80,3.80952380952381,NA,20,92,4.6,NA,56998,58062
2017Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,14,142,10.1428571428571,NA,11,73,6.63636363636364,NA,59111,60339
2018Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,5,36,7.2,NA,5,74,14.8,NA,58884,59779
2018Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,10,82,8.2,NA,10,81,8.1,NA,59541,60662
2018Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,5,86,17.2,NA,5,92,18.4,NA,58852,60019
2018Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,5,80,16,NA,5,95,19,NA,60811,61821
2019Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,11,163,14.8181818181818,NA,10,134,13.4,NA,60699,61351
2019Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,5,102,20.4,NA,5,101,20.2,NA,61913,63104
2019Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,10,117,11.7,NA,10,117,11.7,NA,61761,63083
2019Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,5,20,4,NA,5,20,4,NA,62566,63691
2020Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,5,88,17.6,NA,5,88,17.6,NA,58425,58026
2020Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,10,73,7.3,NA,10,5,0.5,NA,47527,48878
2021Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,0,6,NA,z,0,6,NA,z,53408,54598
2021Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,0,0,NA,z,0,0,NA,z,59876,61024
2021Q3,p,S08000029,NA,F805H,NA,Emergency Inpatients,NA,4,NA,0,5,NA,z,0,6,NA,z,58929,59660
2016Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,5,139,27.8,NA,5,139,27.8,NA,48789,49574
2016Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,0,57,NA,z,0,57,NA,z,49817,50493
2017Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,5,86,17.2,NA,0,41,NA,z,48563,49158
2017Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,85,63,0.741176470588235,NA,85,70,0.823529411764706,NA,48709,49089
2017Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,20,124,6.2,NA,20,124,6.2,NA,48878,49750
2017Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,11,152,13.8181818181818,NA,10,92,9.2,NA,50635,51597
2018Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,5,49,9.8,NA,5,60,12,NA,50296,50808
2018Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,5,41,8.2,NA,5,55,11,NA,49625,49920
2018Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,5,11,2.2,NA,5,11,2.2,NA,48847,49787
2018Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,5,39,7.8,NA,5,46,9.2,NA,52225,52949
2019Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,0,9,NA,z,0,0,NA,z,51583,52175
2019Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,5,400,80,NA,5,408,81.6,NA,52222,52974
2019Q3,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,5,54,10.8,NA,5,40,8,NA,52734,53908
2019Q4,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,5,66,13.2,NA,5,81,16.2,NA,52902,53620
2020Q1,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,0,40,NA,z,0,40,NA,z,49182,48675
2020Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,11,10,0.909090909090909,NA,10,34,3.4,NA,39438,40524
2021Q2,NA,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,6,NA,z,50477,51506
2021Q3,p,S08000029,NA,F805H,NA,Emergency Inpatients,NA,5,NA,5,12,2.4,NA,5,12,2.4,NA,48852,49110
2016Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,1850,2461,1.33027027027027,NA,1830,13493,7.37322404371585,NA,106245,107465
2016Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,1906,2729,1.43179433368311,NA,1900,14449,7.60473684210526,NA,103596,105102
2017Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,1855,3031,1.63396226415094,NA,1823,12462,6.83598464070214,NA,101208,102663
2017Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,1952,2615,1.33965163934426,NA,1963,14247,7.25776872134488,NA,103344,104270
2017Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,2027,2416,1.19190922545634,NA,2008,13157,6.55229083665339,NA,102745,104338
2017Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,2005,2551,1.27231920199501,NA,1966,11914,6.06002034587996,NA,104033,106076
2018Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,2030,2788,1.37339901477833,NA,2031,14403,7.09158050221566,NA,102970,103966
2018Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,2110,2456,1.16398104265403,NA,2111,14250,6.75035528185694,NA,102891,104068
2018Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,1988,2447,1.23088531187123,NA,1950,12843,6.58615384615385,NA,103640,105287
2018Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,2015,2436,1.20893300248139,NA,2024,15017,7.41946640316206,NA,103887,105590
2019Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,2108,2611,1.23861480075901,NA,2096,13426,6.40553435114504,NA,106111,107639
2019Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,2070,2487,1.20144927536232,NA,2055,12886,6.2705596107056,NA,107289,108730
2019Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,2189,2758,1.25993604385564,NA,2165,14205,6.56120092378753,NA,108731,110532
2019Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,2034,2752,1.35299901671583,NA,2016,13798,6.84424603174603,NA,106455,108127
2020Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,1795,2582,1.43844011142061,NA,1838,15537,8.45321001088139,NA,98344,98021
2020Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,1406,1670,1.1877667140825,NA,1340,9294,6.93582089552239,NA,80673,83110
2020Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,1805,2025,1.1218836565097,NA,1812,11438,6.31236203090508,NA,96701,98499
2020Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,1837,2480,1.35002721829069,NA,1830,12029,6.57322404371585,NA,92374,93674
2021Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,1707,2289,1.34094903339192,NA,1675,11195,6.68358208955224,NA,89456,91189
2021Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,2025,2640,1.3037037037037,NA,2030,13275,6.53940886699507,NA,102177,103517
2021Q3,p,S08000029,NA,F704H,NA,Emergency Inpatients,NA,1,NA,1922,2624,1.36524453694069,NA,1924,12002,6.23804573804574,NA,97829,98731
2016Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1794,2398,1.33667781493868,NA,1762,13993,7.94154370034052,NA,84182,85607
2016Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1735,2457,1.41613832853026,NA,1725,14041,8.13971014492754,NA,83519,85066
2017Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1782,2726,1.5297418630752,NA,1793,13663,7.6201896263246,NA,84626,85955
2017Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1914,2498,1.30512016718913,NA,1878,12368,6.58572949946752,NA,85141,86553
2017Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1810,2289,1.2646408839779,NA,1818,13167,7.24257425742574,NA,84955,86445
2017Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1851,2368,1.27930848190167,NA,1798,11712,6.5139043381535,NA,84805,86768
2018Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1804,2343,1.29878048780488,NA,1815,14449,7.96088154269972,NA,85976,87144
2018Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1940,2476,1.27628865979381,NA,1933,12876,6.66114847387481,NA,85164,86141
2018Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1858,2453,1.32023681377826,NA,1837,12483,6.79531845400109,NA,84037,85973
2018Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1875,2669,1.42346666666667,NA,1841,13285,7.21618685497013,NA,86126,87600
2019Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1960,2391,1.21989795918367,NA,1946,14946,7.68036998972251,NA,86380,87421
2019Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,2004,2687,1.34081836327345,NA,2003,13493,6.73639540688967,NA,88381,90071
2019Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1955,2716,1.38925831202046,NA,1964,14223,7.2418533604888,NA,88978,90408
2019Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1995,2616,1.31127819548872,NA,1971,14570,7.3921867072552,NA,88767,90413
2020Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1847,2626,1.42176502436383,NA,1879,15149,8.06226716338478,NA,83194,82750
2020Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1370,1853,1.35255474452555,NA,1337,8877,6.6394913986537,NA,66222,68211
2020Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1710,2118,1.23859649122807,NA,1687,11862,7.03141671606402,NA,80340,82023
2020Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1713,2325,1.35726795096322,NA,1710,13143,7.6859649122807,NA,76999,78300
2021Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1710,2365,1.38304093567251,NA,1693,12130,7.16479621972829,NA,76119,77546
2021Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1790,2320,1.29608938547486,NA,1775,11255,6.34084507042254,NA,84525,86041
2021Q3,p,S08000029,NA,F704H,NA,Emergency Inpatients,NA,2,NA,1775,2540,1.43098591549296,NA,1805,12290,6.80886426592798,NA,82189,82892
2016Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1439,1827,1.26963168867269,NA,1430,10106,7.06713286713287,NA,68728,70229
2016Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1493,2158,1.44541192230409,NA,1477,10966,7.42450914014895,NA,68398,70070
2017Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1276,2000,1.56739811912226,NA,1255,9304,7.41354581673307,NA,68230,69803
2017Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1325,1680,1.26792452830189,NA,1341,11947,8.90902311707681,NA,68555,69534
2017Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1365,1763,1.29157509157509,NA,1346,9208,6.84101040118871,NA,68961,70511
2017Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1498,1746,1.16555407209613,NA,1479,10227,6.91480730223124,NA,70445,72285
2018Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1447,2125,1.46855563234278,NA,1448,11423,7.88881215469613,NA,70933,72325
2018Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1429,1539,1.07697690692792,NA,1428,10108,7.07843137254902,NA,70047,71060
2018Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1471,1782,1.21142080217539,NA,1456,9062,6.2239010989011,NA,68408,69983
2018Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1512,1937,1.28108465608466,NA,1469,10029,6.82709326072158,NA,70761,72146
2019Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1451,1796,1.23776705720193,NA,1452,10095,6.95247933884298,NA,71045,72547
2019Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1453,1824,1.25533379215416,NA,1439,12011,8.34676858929812,NA,73187,74775
2019Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1472,1831,1.24388586956522,NA,1471,10298,7.0006798096533,NA,72742,74088
2019Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1501,1986,1.32311792138574,NA,1470,11297,7.68503401360544,NA,74645,76530
2020Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1319,1656,1.25549658832449,NA,1374,12690,9.23580786026201,NA,69331,69158
2020Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1043,1329,1.27420901246405,NA,1000,7013,7.013,NA,54636,56737
2020Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1360,1563,1.14926470588235,NA,1320,9263,7.01742424242424,NA,66116,67727
2020Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1304,1940,1.48773006134969,NA,1304,10027,7.68941717791411,NA,64608,66043
2021Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1255,1934,1.54103585657371,NA,1259,9911,7.87212073073868,NA,63159,64495
2021Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1350,1542,1.14222222222222,NA,1345,8812,6.55167286245353,NA,69903,71446
2021Q3,p,S08000029,NA,F704H,NA,Emergency Inpatients,NA,3,NA,1365,1878,1.37582417582418,NA,1365,8320,6.09523809523809,NA,67026,68244
2016Q3,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,4,NA,896,1114,1.24330357142857,NA,880,6571,7.46704545454545,NA,58163,59144
2016Q4,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,4,NA,895,1417,1.58324022346369,NA,891,6937,7.78563411896745,NA,58095,59198
2017Q1,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,4,NA,1072,1709,1.59421641791045,NA,1059,6823,6.44287063267233,NA,57225,58155
2017Q2,NA,S08000029,NA,F704H,NA,Emergency Inpatients,NA,4,NA,1075,1487,1.38325581395349,NA,1052,7229,6.87167300380228,NA,57490,58402
