quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,sex,age,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf,total_stays_per_quarter_age,total_stays_per_quarter_sex
2020Q1,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,70-79 years,422,584,1.38388625592417,NA,415,3567,8.59518072289157,NA,73420,172875
2020Q2,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,70-79 years,313,376,1.20127795527157,NA,313,2961,9.46006389776358,NA,56883,145186
2020Q3,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,70-79 years,435,817,1.87816091954023,NA,425,3514,8.26823529411765,NA,69821,172120
2020Q4,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,70-79 years,385,508,1.31948051948052,NA,385,3485,9.05194805194805,NA,68542,163740
2021Q1,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,70-79 years,410,499,1.21707317073171,NA,400,3276,8.19,NA,66079,159447
2021Q2,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,70-79 years,451,685,1.51884700665188,NA,443,3889,8.77878103837472,NA,74045,177987
2021Q3,p,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,70-79 years,400,773,1.9325,NA,413,4176,10.1113801452785,NA,72493,173844
2016Q3,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,271,809,2.98523985239852,NA,275,3330,12.1090909090909,NA,61353,178089
2016Q4,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,313,870,2.77955271565495,NA,294,4082,13.8843537414966,NA,64942,175214
2017Q1,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,320,412,1.2875,NA,312,3689,11.8237179487179,NA,64997,172538
2017Q2,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,310,501,1.61612903225806,NA,308,4595,14.9188311688312,NA,62421,177139
2017Q3,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,280,467,1.66785714285714,NA,291,4059,13.9484536082474,NA,61011,178359
2017Q4,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,295,422,1.43050847457627,NA,285,2843,9.97543859649123,NA,66032,179046
2018Q1,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,358,620,1.73184357541899,NA,350,3978,11.3657142857143,NA,66906,175499
2018Q2,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,300,518,1.72666666666667,NA,293,4361,14.8839590443686,NA,63890,179635
2018Q3,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,315,496,1.57460317460317,NA,323,4303,13.3219814241486,NA,62253,178481
2018Q4,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,297,509,1.71380471380471,NA,282,3146,11.1560283687943,NA,66184,182454
2019Q1,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,342,522,1.52631578947368,NA,330,3661,11.0939393939394,NA,66491,181764
2019Q2,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,345,615,1.78260869565217,NA,342,5341,15.6169590643275,NA,65892,187928
2019Q3,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,307,506,1.64820846905537,NA,312,5089,16.3108974358974,NA,66110,188303
2019Q4,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,390,686,1.75897435897436,NA,384,5062,13.1822916666667,NA,69485,186274
2020Q1,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,330,536,1.62424242424242,NA,340,4744,13.9529411764706,NA,65275,172875
2020Q2,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,254,401,1.57874015748032,NA,241,2954,12.2572614107884,NA,48693,145186
2020Q3,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,327,538,1.64525993883792,NA,322,3333,10.3509316770186,NA,59310,172120
2020Q4,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,335,481,1.43582089552239,NA,337,3994,11.8516320474777,NA,59716,163740
2021Q1,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,320,550,1.71875,NA,325,4163,12.8092307692308,NA,56691,159447
2021Q2,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,347,453,1.30547550432277,NA,348,3666,10.5344827586207,NA,63030,177987
2021Q3,p,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,80-89 years,307,644,2.09771986970684,NA,306,3223,10.5326797385621,NA,61380,173844
2016Q3,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,90,279,3.1,NA,93,1481,15.9247311827957,NA,15987,178089
2016Q4,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,80,168,2.1,NA,72,1698,23.5833333333333,NA,17460,175214
2017Q1,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,70,136,1.94285714285714,NA,80,1576,19.7,NA,18215,172538
2017Q2,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,70,176,2.51428571428571,NA,67,1342,20.0298507462687,NA,16411,177139
2017Q3,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,68,124,1.82352941176471,NA,69,1271,18.4202898550725,NA,16157,178359
2017Q4,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,70,111,1.58571428571429,NA,73,835,11.4383561643836,NA,17827,179046
2018Q1,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,55,135,2.45454545454545,NA,55,723,13.1454545454545,NA,18636,175499
2018Q2,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,67,150,2.23880597014925,NA,65,789,12.1384615384615,NA,16260,179635
2018Q3,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,65,127,1.95384615384615,NA,63,996,15.8095238095238,NA,16119,178481
2018Q4,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,55,73,1.32727272727273,NA,55,1033,18.7818181818182,NA,17805,182454
2019Q1,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,70,130,1.85714285714286,NA,69,929,13.463768115942,NA,17995,181764
2019Q2,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,65,124,1.90769230769231,NA,60,1177,19.6166666666667,NA,17503,187928
2019Q3,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,70,139,1.98571428571429,NA,70,983,14.0428571428571,NA,17399,188303
2019Q4,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,65,186,2.86153846153846,NA,61,909,14.9016393442623,NA,18835,186274
2020Q1,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,51,101,1.98039215686275,NA,61,1447,23.7213114754098,NA,18351,172875
2020Q2,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,40,104,2.6,NA,37,462,12.4864864864865,NA,12408,145186
2020Q3,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,72,194,2.69444444444444,NA,70,837,11.9571428571429,NA,15636,172120
2020Q4,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,70,150,2.14285714285714,NA,70,1015,14.5,NA,16240,163740
2021Q1,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,65,104,1.6,NA,65,1086,16.7076923076923,NA,16401,159447
2021Q2,NA,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,79,98,1.24050632911392,NA,81,860,10.6172839506173,NA,16930,177987
2021Q3,p,S08000017,NA,Y146H,NA,Emergency Inpatients,NA,Male,90 years and over,75,173,2.30666666666667,NA,74,1060,14.3243243243243,NA,16392,173844
2018Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,30-39 years,0,60,NA,z,0,60,NA,z,29487,195002
2016Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,40-49 years,0,33,NA,z,0,33,NA,z,38399,193692
2019Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,40-49 years,0,0,NA,z,0,0,NA,z,36499,200036
2020Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,40-49 years,0,0,NA,z,0,5,NA,z,33364,178317
2017Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,50-59 years,0,5,NA,z,0,0,NA,z,52414,193702
2018Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,50-59 years,0,0,NA,z,0,10,NA,z,51714,196466
2019Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,50-59 years,0,6,NA,z,0,6,NA,z,54193,202644
2021Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,50-59 years,0,0,NA,z,0,0,NA,z,48284,169568
2016Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,60-69 years,0,11,NA,z,0,0,NA,z,61029,193692
2016Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,60-69 years,5,59,11.8,NA,5,76,15.2,NA,59813,191758
2017Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,60-69 years,0,0,NA,z,0,0,NA,z,58396,190297
2018Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,60-69 years,0,9,NA,z,0,9,NA,z,60831,196466
2019Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,60-69 years,0,88,NA,z,0,88,NA,z,63802,200036
2019Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,60-69 years,0,0,NA,z,0,0,NA,z,62973,202497
2019Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,60-69 years,5,31,6.2,NA,0,21,NA,z,63875,202644
2020Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,60-69 years,0,5,NA,z,0,0,NA,z,58209,188180
2020Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,60-69 years,0,5,NA,z,0,40,NA,z,48077,144876
2021Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,60-69 years,0,0,NA,z,0,0,NA,z,54798,169568
2016Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,0,318,NA,z,0,318,NA,z,68866,193692
2017Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,0,0,NA,z,0,68,NA,z,70490,190297
2017Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,0,14,NA,z,0,14,NA,z,71234,190694
2017Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,0,0,NA,z,0,0,NA,z,70955,190135
2017Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,0,12,NA,z,0,99,NA,z,74454,193702
2018Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,0,41,NA,z,0,0,NA,z,75151,196466
2018Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,0,21,NA,z,0,21,NA,z,73508,192358
2018Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,0,13,NA,z,0,13,NA,z,71925,191186
2019Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,0,15,NA,z,0,15,NA,z,74914,197208
2019Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,5,10,2,NA,0,100,NA,z,76182,202497
2019Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,0,10,NA,z,5,60,12,NA,79488,202644
2020Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,0,7,NA,z,0,7,NA,z,73420,188180
2020Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,5,43,8.6,NA,5,43,8.6,NA,56883,144876
2020Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,0,0,NA,z,0,0,NA,z,69821,178317
2020Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,5,128,25.6,NA,5,134,26.8,NA,68542,172722
2021Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,70-79 years,5,24,4.8,NA,5,24,4.8,NA,66079,169568
2016Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,80-89 years,0,15,NA,z,0,15,NA,z,61353,193692
2017Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,80-89 years,0,5,NA,z,0,5,NA,z,64997,190297
2017Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,80-89 years,5,24,4.8,NA,5,70,14,NA,62421,190694
2017Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,80-89 years,5,30,6,NA,0,20,NA,z,61011,190135
2017Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,80-89 years,0,5,NA,z,0,5,NA,z,66032,193702
2018Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,80-89 years,0,0,NA,z,0,0,NA,z,63890,192358
2018Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,80-89 years,0,34,NA,z,0,34,NA,z,66184,195002
2019Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,80-89 years,0,8,NA,z,0,0,NA,z,66491,197208
2019Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,80-89 years,5,19,3.8,NA,5,55,11,NA,65892,200036
2019Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,80-89 years,5,96,19.2,NA,5,96,19.2,NA,66110,202497
2019Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,80-89 years,5,57,11.4,NA,5,57,11.4,NA,69485,202644
2020Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,80-89 years,0,18,NA,z,0,18,NA,z,65275,188180
2021Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,80-89 years,0,7,NA,z,0,7,NA,z,56691,169568
2016Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,90 years and over,0,38,NA,z,0,38,NA,z,17460,191758
2017Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,90 years and over,0,28,NA,z,0,28,NA,z,16411,190694
2017Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,90 years and over,0,5,NA,z,0,5,NA,z,16157,190135
2019Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,90 years and over,0,0,NA,z,0,0,NA,z,18835,202644
2020Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,90 years and over,5,48,9.6,NA,5,75,15,NA,18351,188180
2020Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,90 years and over,5,24,4.8,NA,5,22,4.4,NA,12408,144876
2021Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Female,90 years and over,0,12,NA,z,0,12,NA,z,16401,169568
2016Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,50-59 years,0,11,NA,z,0,11,NA,z,53482,178089
2017Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,50-59 years,0,17,NA,z,0,0,NA,z,52414,179046
2018Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,50-59 years,0,0,NA,z,0,0,NA,z,52629,179635
2019Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,50-59 years,0,28,NA,z,0,28,NA,z,54870,187928
2019Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,50-59 years,0,8,NA,z,0,8,NA,z,54193,186274
2020Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,50-59 years,0,31,NA,z,0,31,NA,z,44257,145186
2016Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,60-69 years,0,33,NA,z,0,33,NA,z,61029,178089
2017Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,60-69 years,0,35,NA,z,0,0,NA,z,58396,172538
2017Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,60-69 years,0,9,NA,z,0,31,NA,z,58287,178359
2018Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,60-69 years,0,27,NA,z,0,27,NA,z,60831,175499
2019Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,60-69 years,0,7,NA,z,0,7,NA,z,63875,186274
2020Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,60-69 years,0,11,NA,z,0,11,NA,z,58209,172875
2020Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,60-69 years,0,0,NA,z,0,0,NA,z,48077,145186
2020Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,60-69 years,0,33,NA,z,0,33,NA,z,57491,172120
2021Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,60-69 years,0,5,NA,z,0,5,NA,z,54798,159447
2021Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,60-69 years,0,0,NA,z,0,0,NA,z,60849,177987
2016Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,0,19,NA,z,0,0,NA,z,68866,178089
2016Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,0,5,NA,z,0,63,NA,z,70518,175214
2017Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,5,14,2.8,NA,5,14,2.8,NA,70490,172538
2017Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,0,0,NA,z,0,0,NA,z,71234,177139
2017Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,0,10,NA,z,0,10,NA,z,70955,178359
2017Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,0,0,NA,z,0,376,NA,z,74454,179046
2018Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,0,7,NA,z,0,7,NA,z,75151,175499
2018Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,0,17,NA,z,0,10,NA,z,74999,182454
2019Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,0,0,NA,z,5,60,12,NA,74914,181764
2019Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,0,21,NA,z,0,21,NA,z,75983,187928
2019Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,5,46,9.2,NA,0,84,NA,z,76182,188303
2019Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,0,9,NA,z,5,34,6.8,NA,79488,186274
2020Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,0,21,NA,z,0,21,NA,z,73420,172875
2020Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,5,75,15,NA,5,145,29,NA,56883,145186
2020Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,5,45,9,NA,5,45,9,NA,69821,172120
2020Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,0,36,NA,z,0,36,NA,z,68542,163740
2021Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,70-79 years,5,9,1.8,NA,5,9,1.8,NA,66079,159447
2016Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,80-89 years,5,9,1.8,NA,5,32,6.4,NA,61353,178089
2017Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,80-89 years,0,5,NA,z,0,5,NA,z,64997,172538
2017Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,80-89 years,5,40,8,NA,0,0,NA,z,62421,177139
2018Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,80-89 years,0,32,NA,z,0,32,NA,z,66906,175499
2018Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,80-89 years,0,14,NA,z,0,14,NA,z,66184,182454
2019Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,80-89 years,0,35,NA,z,0,35,NA,z,66491,181764
2019Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,80-89 years,5,59,11.8,NA,5,59,11.8,NA,65892,187928
2019Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,80-89 years,0,23,NA,z,0,0,NA,z,66110,188303
2019Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,80-89 years,5,41,8.2,NA,0,17,NA,z,69485,186274
2020Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,80-89 years,5,33,6.6,NA,5,84,16.8,NA,65275,172875
2020Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,80-89 years,5,27,5.4,NA,5,27,5.4,NA,48693,145186
2021Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,80-89 years,5,132,26.4,NA,5,132,26.4,NA,56691,159447
2017Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,90 years and over,0,30,NA,z,0,53,NA,z,16157,178359
2018Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,90 years and over,0,5,NA,z,0,5,NA,z,18636,175499
2019Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,90 years and over,0,128,NA,z,0,128,NA,z,17995,181764
2019Q2,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,90 years and over,0,10,NA,z,0,10,NA,z,17503,187928
2019Q3,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,90 years and over,0,6,NA,z,0,6,NA,z,17399,188303
2020Q4,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,90 years and over,0,5,NA,z,0,5,NA,z,16240,163740
2021Q1,NA,S08000017,NA,Y144H,NA,Emergency Inpatients,NA,Male,90 years and over,0,0,NA,z,0,0,NA,z,16401,159447
2016Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,10,16,1.6,NA,10,16,1.6,NA,3674,193692
2016Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,10,25,2.5,NA,10,25,2.5,NA,2698,191758
2017Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,10,14,1.4,NA,10,14,1.4,NA,2833,190297
2017Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,21,33,1.57142857142857,NA,21,33,1.57142857142857,NA,3906,190694
2017Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,17,16,0.941176470588235,NA,17,16,0.941176470588235,NA,3765,190135
2017Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,10,10,1,NA,10,10,1,NA,2757,193702
2018Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,15,15,1,NA,15,20,1.33333333333333,NA,2989,196466
2018Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,20,11,0.55,NA,20,11,0.55,NA,4030,192358
2018Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,10,10,1,NA,10,10,1,NA,3575,191186
2018Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,11,6,0.545454545454545,NA,11,19,1.72727272727273,NA,3085,195002
2019Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,10,10,1,NA,10,10,1,NA,2974,197208
2019Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,25,56,2.24,NA,24,55,2.29166666666667,NA,3890,200036
2019Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,15,9,0.6,NA,15,59,3.93333333333333,NA,4001,202497
2019Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,10,9,0.9,NA,10,9,0.9,NA,3042,202644
2020Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,15,11,0.733333333333333,NA,15,17,1.13333333333333,NA,3075,188180
2020Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,10,6,0.6,NA,10,6,0.6,NA,2054,144876
2020Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,13,13,1,NA,13,13,1,NA,3265,178317
2020Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,5,5,1,NA,5,6,1.2,NA,2528,172722
2021Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,11,12,1.09090909090909,NA,11,12,1.09090909090909,NA,2263,169568
2021Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,17,16,0.941176470588235,NA,17,16,0.941176470588235,NA,3366,191481
2021Q3,p,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,0-9 years,11,12,1.09090909090909,NA,11,12,1.09090909090909,NA,3320,184949
2016Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,10-19 years,62,87,1.40322580645161,NA,62,88,1.41935483870968,NA,11097,193692
2016Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,10-19 years,37,49,1.32432432432432,NA,37,76,2.05405405405405,NA,10039,191758
2017Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,10-19 years,55,55,1,NA,55,107,1.94545454545455,NA,10086,190297
2017Q2,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,10-19 years,55,35,0.636363636363636,NA,54,87,1.61111111111111,NA,9880,190694
2017Q3,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,10-19 years,57,47,0.824561403508772,NA,55,97,1.76363636363636,NA,10699,190135
2017Q4,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,10-19 years,45,27,0.6,NA,48,102,2.125,NA,10116,193702
2018Q1,NA,S08000017,NA,S08000017,d,Emergency Inpatients,NA,Female,10-19 years,51,51,1,NA,51,105,2.05882352941176,NA,9348,196466
