year,year_quarter,month,treatment_location,department_type,number_of_attendances_aggregate,number_meeting_target_aggregate,attendance_greater8hrs,attendance_greater12hrs
2017,2017Q3,08,C206H,Minor Injury Unit or Other,1526,1508,0,0
2017,2017Q3,08,C313H,Emergency Department,2762,2541,8,0
2017,2017Q3,08,C418H,Emergency Department,5421,4884,30,0
2017,2017Q3,08,G107H,Emergency Department,7792,7387,2,0
2017,2017Q3,08,G207H,Minor Injury Unit or Other,1723,1723,0,0
2017,2017Q3,08,G306H,Minor Injury Unit or Other,2882,2882,0,0
2017,2017Q3,08,G405H,Emergency Department,8726,7692,12,0
2017,2017Q3,08,G513H,Emergency Department,4863,4778,0,0
2017,2017Q3,08,C106H,Minor Injury Unit or Other,713,713,0,0
2017,2017Q3,08,C108H,Minor Injury Unit or Other,132,132,0,0
2017,2017Q3,08,C113H,Minor Injury Unit or Other,392,390,0,0
2017,2017Q3,08,C121H,Emergency Department,727,717,0,0
2017,2017Q3,08,C122H,Minor Injury Unit or Other,549,547,0,0
2017,2017Q3,08,H101H,Minor Injury Unit or Other,207,207,0,0
2017,2017Q3,08,H103H,Emergency Department,661,647,0,0
2017,2017Q3,08,H106H,Minor Injury Unit or Other,85,85,0,0
2017,2017Q3,08,H202H,Emergency Department,3219,2972,13,1
2017,2017Q3,08,H208H,Minor Injury Unit or Other,397,397,0,0
2017,2017Q3,08,H210H,Minor Injury Unit or Other,103,103,0,0
2017,2017Q3,08,H212H,Emergency Department,987,948,1,0
2017,2017Q3,08,H214H,Minor Injury Unit or Other,437,429,0,0
2017,2017Q3,08,H215H,Minor Injury Unit or Other,242,241,0,0
2017,2017Q3,08,H217H,Minor Injury Unit or Other,108,108,0,0
2017,2017Q3,08,H219H,Minor Injury Unit or Other,157,157,0,0
2017,2017Q3,08,H224H,Minor Injury Unit or Other,387,383,0,0
2017,2017Q3,08,H227B,Minor Injury Unit or Other,209,209,0,0
2017,2017Q3,08,H227H,Minor Injury Unit or Other,175,174,0,0
2017,2017Q3,08,L106H,Emergency Department,5777,5600,7,0
2017,2017Q3,08,L206H,Minor Injury Unit or Other,67,67,0,0
2017,2017Q3,08,L207H,Minor Injury Unit or Other,98,98,0,0
2017,2017Q3,08,L302H,Emergency Department,5537,5127,39,13
2017,2017Q3,08,L308H,Emergency Department,5993,5624,10,0
2017,2017Q3,08,S108H,Minor Injury Unit or Other,216,216,0,0
2017,2017Q3,08,S116H,Minor Injury Unit or Other,4178,3970,9,1
2017,2017Q3,08,S308H,Emergency Department,4714,4544,13,3
2017,2017Q3,08,S314H,Emergency Department,10312,9654,98,14
2017,2017Q3,08,S319H,Emergency Department,3772,3692,2,0
2017,2017Q3,08,R103H,Emergency Department,607,593,0,0
2017,2017Q3,08,Z102H,Emergency Department,663,622,0,0
2017,2017Q3,08,T101H,Emergency Department,4359,4231,1,0
2017,2017Q3,08,T202H,Emergency Department,2238,2202,1,0
2017,2017Q3,08,T205H,Minor Injury Unit or Other,45,45,0,0
2017,2017Q3,08,T209H,Minor Injury Unit or Other,313,312,0,0
2017,2017Q3,08,T304H,Minor Injury Unit or Other,1288,1288,0,0
2017,2017Q3,08,T305H,Minor Injury Unit or Other,186,186,0,0
2017,2017Q3,08,T316H,Minor Injury Unit or Other,109,108,0,0
2017,2017Q3,08,T319H,Minor Injury Unit or Other,556,556,0,0
2017,2017Q3,08,T320H,Minor Injury Unit or Other,249,249,0,0
2017,2017Q3,08,T357C,Minor Injury Unit or Other,431,431,0,0
2017,2017Q3,08,W106H,Minor Injury Unit or Other,81,81,0,0
2017,2017Q3,08,W107H,Emergency Department,655,649,0,0
2017,2017Q3,08,W108H,Minor Injury Unit or Other,135,135,0,0
2017,2017Q3,09,A101H,Minor Injury Unit or Other,233,227,0,0
2017,2017Q3,09,A110H,Minor Injury Unit or Other,80,79,0,0
2017,2017Q3,09,A111H,Emergency Department,6054,5460,160,74
2017,2017Q3,09,A210H,Emergency Department,3158,2896,50,10
2017,2017Q3,09,A216H,Minor Injury Unit or Other,87,87,0,0
2017,2017Q3,09,B103H,Minor Injury Unit or Other,5,5,0,0
2017,2017Q3,09,B105H,Minor Injury Unit or Other,111,111,0,0
2017,2017Q3,09,B114H,Minor Injury Unit or Other,12,12,0,0
2017,2017Q3,09,B118H,Minor Injury Unit or Other,45,45,0,0
2017,2017Q3,09,B120H,Emergency Department,2661,2518,6,0
2017,2017Q3,09,Y101H,Minor Injury Unit or Other,28,28,0,0
2017,2017Q3,09,Y106H,Minor Injury Unit or Other,36,36,0,0
2017,2017Q3,09,Y109H,Minor Injury Unit or Other,2,2,0,0
2017,2017Q3,09,Y110H,Minor Injury Unit or Other,9,9,0,0
2017,2017Q3,09,Y144H,Emergency Department,1075,1003,5,0
2017,2017Q3,09,Y146H,Emergency Department,3316,3048,8,0
2017,2017Q3,09,F704H,Emergency Department,5592,5262,20,0
2017,2017Q3,09,F708H,Minor Injury Unit or Other,173,173,0,0
2017,2017Q3,09,F709H,Minor Injury Unit or Other,305,304,0,0
2017,2017Q3,09,F805H,Minor Injury Unit or Other,1893,1879,0,0
2017,2017Q3,09,V201H,Minor Injury Unit or Other,1544,1544,0,0
2017,2017Q3,09,V217H,Emergency Department,5349,4859,9,0
2017,2017Q3,09,N101H,Emergency Department,5043,4480,22,0
2017,2017Q3,09,N121H,Emergency Department,1380,1358,0,0
2017,2017Q3,09,N151H,Minor Injury Unit or Other,109,109,0,0
2017,2017Q3,09,N331H,Minor Injury Unit or Other,7,7,0,0
2017,2017Q3,09,N332H,Minor Injury Unit or Other,35,35,0,0
2017,2017Q3,09,N333H,Minor Injury Unit or Other,1469,1469,0,0
2017,2017Q3,09,N334H,Minor Injury Unit or Other,726,726,0,0
2017,2017Q3,09,N335H,Minor Injury Unit or Other,257,257,0,0
2017,2017Q3,09,N336H,Minor Injury Unit or Other,146,146,0,0
2017,2017Q3,09,N337H,Minor Injury Unit or Other,243,243,0,0
2017,2017Q3,09,N411H,Emergency Department,2104,2022,1,0
2017,2017Q3,09,N431H,Minor Injury Unit or Other,47,47,0,0
2017,2017Q3,09,N432H,Minor Injury Unit or Other,15,15,0,0
2017,2017Q3,09,N433H,Minor Injury Unit or Other,91,91,0,0
2017,2017Q3,09,N451H,Minor Injury Unit or Other,17,17,0,0
2017,2017Q3,09,N494H,Minor Injury Unit or Other,104,104,0,0
2017,2017Q3,09,N683C,Minor Injury Unit or Other,43,43,0,0
2017,2017Q3,09,C206H,Minor Injury Unit or Other,1467,1438,0,0
2017,2017Q3,09,C313H,Emergency Department,2623,2507,1,0
2017,2017Q3,09,C418H,Emergency Department,5285,4746,37,0
2017,2017Q3,09,G107H,Emergency Department,7947,7277,23,0
2017,2017Q3,09,G207H,Minor Injury Unit or Other,1813,1812,0,0
2017,2017Q3,09,G306H,Minor Injury Unit or Other,2932,2932,0,0
2017,2017Q3,09,G405H,Emergency Department,8639,7082,90,0
2017,2017Q3,09,G513H,Emergency Department,5537,5365,1,0
2017,2017Q3,09,C106H,Minor Injury Unit or Other,678,678,0,0
2017,2017Q3,09,C108H,Minor Injury Unit or Other,101,100,0,0
2017,2017Q3,09,C113H,Minor Injury Unit or Other,321,315,0,0
2017,2017Q3,09,C121H,Emergency Department,690,676,0,0
2017,2017Q3,09,C122H,Minor Injury Unit or Other,519,517,0,0
2017,2017Q3,09,H101H,Minor Injury Unit or Other,197,196,0,0
2017,2017Q3,09,H103H,Emergency Department,576,567,0,0
2017,2017Q3,09,H106H,Minor Injury Unit or Other,44,44,0,0
2017,2017Q3,09,H202H,Emergency Department,3046,2762,8,1
2017,2017Q3,09,H208H,Minor Injury Unit or Other,341,341,0,0
2017,2017Q3,09,H210H,Minor Injury Unit or Other,73,73,0,0
2017,2017Q3,09,H212H,Emergency Department,862,820,2,0
2017,2017Q3,09,H214H,Minor Injury Unit or Other,417,417,0,0
2017,2017Q3,09,H215H,Minor Injury Unit or Other,194,194,0,0
2017,2017Q3,09,H217H,Minor Injury Unit or Other,37,37,0,0
2017,2017Q3,09,H219H,Minor Injury Unit or Other,215,215,0,0
2017,2017Q3,09,H224H,Minor Injury Unit or Other,372,367,0,0
2017,2017Q3,09,H227B,Minor Injury Unit or Other,155,155,0,0
2017,2017Q3,09,H227H,Minor Injury Unit or Other,141,141,0,0
2017,2017Q3,09,L106H,Emergency Department,5848,5590,10,1
2017,2017Q3,09,L206H,Minor Injury Unit or Other,75,75,0,0
2017,2017Q3,09,L207H,Minor Injury Unit or Other,63,63,0,0
2017,2017Q3,09,L302H,Emergency Department,5458,4922,53,13
2017,2017Q3,09,L308H,Emergency Department,5986,5501,26,0
2017,2017Q3,09,S108H,Minor Injury Unit or Other,165,165,0,0
2017,2017Q3,09,S116H,Minor Injury Unit or Other,4060,3665,108,53
2017,2017Q3,09,S308H,Emergency Department,4839,4645,9,0
2017,2017Q3,09,S314H,Emergency Department,10018,9360,120,14
2017,2017Q3,09,S319H,Emergency Department,4280,4204,1,0
2017,2017Q3,09,R103H,Emergency Department,503,486,1,0
2017,2017Q3,09,Z102H,Emergency Department,651,639,0,0
2017,2017Q3,09,T101H,Emergency Department,4287,4121,0,0
2017,2017Q3,09,T202H,Emergency Department,2194,2121,3,0
2017,2017Q3,09,T205H,Minor Injury Unit or Other,30,30,0,0
2017,2017Q3,09,T209H,Minor Injury Unit or Other,296,295,0,0
2017,2017Q3,09,T304H,Minor Injury Unit or Other,1277,1275,0,0
2017,2017Q3,09,T305H,Minor Injury Unit or Other,170,170,0,0
2017,2017Q3,09,T316H,Minor Injury Unit or Other,99,99,0,0
2017,2017Q3,09,T319H,Minor Injury Unit or Other,498,498,0,0
2017,2017Q3,09,T320H,Minor Injury Unit or Other,190,190,0,0
2017,2017Q3,09,T357C,Minor Injury Unit or Other,371,371,0,0
2017,2017Q3,09,W106H,Minor Injury Unit or Other,53,53,0,0
2017,2017Q3,09,W107H,Emergency Department,562,557,0,0
2017,2017Q3,09,W108H,Minor Injury Unit or Other,136,136,0,0
2017,2017Q4,10,A101H,Minor Injury Unit or Other,207,206,0,0
2017,2017Q4,10,A110H,Minor Injury Unit or Other,60,60,0,0
2017,2017Q4,10,A111H,Emergency Department,6001,5540,106,28
2017,2017Q4,10,A210H,Emergency Department,3173,2945,45,6
2017,2017Q4,10,A216H,Minor Injury Unit or Other,79,79,0,0
2017,2017Q4,10,B103H,Minor Injury Unit or Other,11,11,0,0
2017,2017Q4,10,B105H,Minor Injury Unit or Other,87,87,0,0
2017,2017Q4,10,B114H,Minor Injury Unit or Other,13,13,0,0
2017,2017Q4,10,B118H,Minor Injury Unit or Other,33,33,0,0
2017,2017Q4,10,B120H,Emergency Department,2598,2472,7,1
2017,2017Q4,10,Y101H,Minor Injury Unit or Other,28,28,0,0
2017,2017Q4,10,Y106H,Minor Injury Unit or Other,33,33,0,0
2017,2017Q4,10,Y109H,Minor Injury Unit or Other,4,4,0,0
2017,2017Q4,10,Y110H,Minor Injury Unit or Other,9,9,0,0
2017,2017Q4,10,Y144H,Emergency Department,1037,980,1,0
2017,2017Q4,10,Y146H,Emergency Department,3000,2797,1,0
2017,2017Q4,10,F704H,Emergency Department,5281,5108,5,0
2017,2017Q4,10,F708H,Minor Injury Unit or Other,122,122,0,0
2017,2017Q4,10,F709H,Minor Injury Unit or Other,312,311,0,0
2017,2017Q4,10,F805H,Minor Injury Unit or Other,1660,1656,0,0
2017,2017Q4,10,V201H,Minor Injury Unit or Other,1540,1539,0,0
2017,2017Q4,10,V217H,Emergency Department,5448,4876,62,6
2017,2017Q4,10,N101H,Emergency Department,5002,4652,12,0
2017,2017Q4,10,N121H,Emergency Department,1292,1274,1,0
2017,2017Q4,10,N151H,Minor Injury Unit or Other,102,102,0,0
2017,2017Q4,10,N331H,Minor Injury Unit or Other,10,10,0,0
2017,2017Q4,10,N332H,Minor Injury Unit or Other,32,32,0,0
2017,2017Q4,10,N333H,Minor Injury Unit or Other,1328,1327,0,0
2017,2017Q4,10,N334H,Minor Injury Unit or Other,684,682,0,0
2017,2017Q4,10,N335H,Minor Injury Unit or Other,253,252,0,0
2017,2017Q4,10,N336H,Minor Injury Unit or Other,170,170,0,0
2017,2017Q4,10,N337H,Minor Injury Unit or Other,291,290,0,0
2017,2017Q4,10,N411H,Emergency Department,1957,1916,0,0
2017,2017Q4,10,N431H,Minor Injury Unit or Other,56,56,0,0
2017,2017Q4,10,N432H,Minor Injury Unit or Other,20,20,0,0
2017,2017Q4,10,N433H,Minor Injury Unit or Other,96,96,0,0
2017,2017Q4,10,N451H,Minor Injury Unit or Other,12,12,0,0
2017,2017Q4,10,N494H,Minor Injury Unit or Other,71,71,0,0
2017,2017Q4,10,N683C,Minor Injury Unit or Other,27,27,0,0
2017,2017Q4,10,C206H,Minor Injury Unit or Other,1409,1388,0,0
2017,2017Q4,10,C313H,Emergency Department,2682,2556,2,0
2017,2017Q4,10,C418H,Emergency Department,5211,4781,18,1
2017,2017Q4,10,G107H,Emergency Department,8175,7605,11,0
2017,2017Q4,10,G207H,Minor Injury Unit or Other,1652,1652,0,0
2017,2017Q4,10,G306H,Minor Injury Unit or Other,2774,2774,0,0
2017,2017Q4,10,G405H,Emergency Department,8710,7521,72,2
2017,2017Q4,10,G513H,Emergency Department,5290,5189,0,0
2017,2017Q4,10,C106H,Minor Injury Unit or Other,552,549,0,0
2017,2017Q4,10,C108H,Minor Injury Unit or Other,132,132,0,0
2017,2017Q4,10,C113H,Minor Injury Unit or Other,354,349,0,0
2017,2017Q4,10,C121H,Emergency Department,565,559,1,0
2017,2017Q4,10,C122H,Minor Injury Unit or Other,431,429,0,0
2017,2017Q4,10,H101H,Minor Injury Unit or Other,208,208,0,0
2017,2017Q4,10,H103H,Emergency Department,599,589,1,1
2017,2017Q4,10,H106H,Minor Injury Unit or Other,45,45,0,0
2017,2017Q4,10,H202H,Emergency Department,2843,2710,5,1
2017,2017Q4,10,H208H,Minor Injury Unit or Other,329,329,0,0
2017,2017Q4,10,H210H,Minor Injury Unit or Other,52,52,0,0
2017,2017Q4,10,H212H,Emergency Department,731,687,3,0
2017,2017Q4,10,H214H,Minor Injury Unit or Other,397,397,0,0
2017,2017Q4,10,H215H,Minor Injury Unit or Other,155,155,0,0
2017,2017Q4,10,H217H,Minor Injury Unit or Other,43,43,0,0
2017,2017Q4,10,H219H,Minor Injury Unit or Other,205,205,0,0
2017,2017Q4,10,H224H,Minor Injury Unit or Other,355,350,0,0
2017,2017Q4,10,H227B,Minor Injury Unit or Other,142,142,0,0
2017,2017Q4,10,H227H,Minor Injury Unit or Other,150,150,0,0
2017,2017Q4,10,L106H,Emergency Department,5794,5549,13,1
2017,2017Q4,10,L206H,Minor Injury Unit or Other,51,51,0,0
2017,2017Q4,10,L207H,Minor Injury Unit or Other,56,56,0,0
2017,2017Q4,10,L302H,Emergency Department,5328,4888,59,4
2017,2017Q4,10,L308H,Emergency Department,6050,5570,26,1
2017,2017Q4,10,S108H,Minor Injury Unit or Other,190,190,0,0
2017,2017Q4,10,S116H,Minor Injury Unit or Other,4077,3785,43,2
2017,2017Q4,10,S308H,Emergency Department,4614,4412,17,0
2017,2017Q4,10,S314H,Emergency Department,10261,9403,148,20
2017,2017Q4,10,S319H,Emergency Department,4253,4160,3,0
2017,2017Q4,10,R103H,Emergency Department,501,462,1,0
2017,2017Q4,10,Z102H,Emergency Department,577,563,1,0
2017,2017Q4,10,T101H,Emergency Department,4157,4057,2,0
2017,2017Q4,10,T202H,Emergency Department,2001,1977,0,0
2017,2017Q4,10,T205H,Minor Injury Unit or Other,34,33,0,0
2017,2017Q4,10,T209H,Minor Injury Unit or Other,292,291,1,1
2017,2017Q4,10,T304H,Minor Injury Unit or Other,1249,1248,0,0
2017,2017Q4,10,T305H,Minor Injury Unit or Other,181,181,0,0
2017,2017Q4,10,T316H,Minor Injury Unit or Other,97,97,0,0
2017,2017Q4,10,T319H,Minor Injury Unit or Other,509,509,0,0
2017,2017Q4,10,T320H,Minor Injury Unit or Other,189,189,0,0
2017,2017Q4,10,T357C,Minor Injury Unit or Other,347,347,0,0
2017,2017Q4,10,W106H,Minor Injury Unit or Other,60,60,0,0
2017,2017Q4,10,W107H,Emergency Department,528,528,0,0
2017,2017Q4,10,W108H,Minor Injury Unit or Other,103,103,0,0
2017,2017Q4,11,A101H,Minor Injury Unit or Other,155,151,0,0
2017,2017Q4,11,A110H,Minor Injury Unit or Other,45,45,0,0
2017,2017Q4,11,A111H,Emergency Department,5657,5423,39,14
2017,2017Q4,11,A210H,Emergency Department,2918,2763,19,1
2017,2017Q4,11,A216H,Minor Injury Unit or Other,76,76,0,0
2017,2017Q4,11,B103H,Minor Injury Unit or Other,7,7,0,0
2017,2017Q4,11,B105H,Minor Injury Unit or Other,73,73,0,0
2017,2017Q4,11,B114H,Minor Injury Unit or Other,5,5,0,0
2017,2017Q4,11,B118H,Minor Injury Unit or Other,36,36,0,0
2017,2017Q4,11,B120H,Emergency Department,2405,2248,8,4
2017,2017Q4,11,Y101H,Minor Injury Unit or Other,25,25,0,0
2017,2017Q4,11,Y106H,Minor Injury Unit or Other,26,26,0,0
2017,2017Q4,11,Y110H,Minor Injury Unit or Other,5,5,0,0
2017,2017Q4,11,Y144H,Emergency Department,956,902,3,1
2017,2017Q4,11,Y146H,Emergency Department,2966,2709,4,1
2017,2017Q4,11,F704H,Emergency Department,5071,4803,20,2
2017,2017Q4,11,F708H,Minor Injury Unit or Other,168,168,0,0
2017,2017Q4,11,F709H,Minor Injury Unit or Other,293,293,0,0
2017,2017Q4,11,F805H,Minor Injury Unit or Other,1603,1597,0,0
2017,2017Q4,11,V201H,Minor Injury Unit or Other,1355,1355,0,0
2017,2017Q4,11,V217H,Emergency Department,5245,4908,27,3
2017,2017Q4,11,N101H,Emergency Department,4674,4313,8,0
2017,2017Q4,11,N121H,Emergency Department,1293,1282,0,0
2017,2017Q4,11,N151H,Minor Injury Unit or Other,70,70,0,0
2017,2017Q4,11,N331H,Minor Injury Unit or Other,5,5,0,0
2017,2017Q4,11,N332H,Minor Injury Unit or Other,17,17,0,0
2017,2017Q4,11,N333H,Minor Injury Unit or Other,1210,1209,0,0
2017,2017Q4,11,N334H,Minor Injury Unit or Other,585,581,0,0
2017,2017Q4,11,N335H,Minor Injury Unit or Other,244,243,0,0
2017,2017Q4,11,N336H,Minor Injury Unit or Other,121,121,0,0
2017,2017Q4,11,N337H,Minor Injury Unit or Other,284,279,0,0
2017,2017Q4,11,N411H,Emergency Department,1849,1796,4,0
2017,2017Q4,11,N431H,Minor Injury Unit or Other,37,37,0,0
2017,2017Q4,11,N432H,Minor Injury Unit or Other,16,16,0,0
2017,2017Q4,11,N433H,Minor Injury Unit or Other,79,79,0,0
2017,2017Q4,11,N451H,Minor Injury Unit or Other,12,12,0,0
2017,2017Q4,11,N494H,Minor Injury Unit or Other,50,50,0,0
2017,2017Q4,11,N683C,Minor Injury Unit or Other,29,29,0,0
2017,2017Q4,11,C206H,Minor Injury Unit or Other,1321,1291,0,0
2017,2017Q4,11,C313H,Emergency Department,2645,2454,10,0
2017,2017Q4,11,C418H,Emergency Department,5145,4522,74,3
2017,2017Q4,11,G107H,Emergency Department,7617,7006,21,1
2017,2017Q4,11,G207H,Minor Injury Unit or Other,1508,1507,0,0
2017,2017Q4,11,G306H,Minor Injury Unit or Other,2627,2627,0,0
2017,2017Q4,11,G405H,Emergency Department,8222,7077,60,1
2017,2017Q4,11,G513H,Emergency Department,5946,5738,0,0
2017,2017Q4,11,C106H,Minor Injury Unit or Other,619,617,0,0
2017,2017Q4,11,C108H,Minor Injury Unit or Other,125,125,0,0
2017,2017Q4,11,C113H,Minor Injury Unit or Other,318,314,0,0
2017,2017Q4,11,C121H,Emergency Department,594,583,1,0
2017,2017Q4,11,C122H,Minor Injury Unit or Other,462,457,0,0
2017,2017Q4,11,H101H,Minor Injury Unit or Other,179,179,0,0
2017,2017Q4,11,H103H,Emergency Department,548,539,0,0
2017,2017Q4,11,H106H,Minor Injury Unit or Other,26,26,0,0
2017,2017Q4,11,H202H,Emergency Department,2728,2585,6,0
2017,2017Q4,11,H208H,Minor Injury Unit or Other,301,301,0,0
2017,2017Q4,11,H210H,Minor Injury Unit or Other,60,60,0,0
2017,2017Q4,11,H212H,Emergency Department,609,595,0,0
2017,2017Q4,11,H214H,Minor Injury Unit or Other,305,305,0,0
2017,2017Q4,11,H215H,Minor Injury Unit or Other,151,151,0,0
2017,2017Q4,11,H217H,Minor Injury Unit or Other,41,41,0,0
2017,2017Q4,11,H219H,Minor Injury Unit or Other,161,161,0,0
2017,2017Q4,11,H224H,Minor Injury Unit or Other,309,296,0,0
2017,2017Q4,11,H227B,Minor Injury Unit or Other,98,98,0,0
2017,2017Q4,11,H227H,Minor Injury Unit or Other,151,151,0,0
2017,2017Q4,11,L106H,Emergency Department,5619,5337,11,1
2017,2017Q4,11,L206H,Minor Injury Unit or Other,54,54,0,0
2017,2017Q4,11,L207H,Minor Injury Unit or Other,64,64,0,0
2017,2017Q4,11,L302H,Emergency Department,5167,4600,101,45
2017,2017Q4,11,L308H,Emergency Department,5847,5348,68,11
2017,2017Q4,11,S108H,Minor Injury Unit or Other,128,128,0,0
2017,2017Q4,11,S116H,Minor Injury Unit or Other,3867,3375,144,66
2017,2017Q4,11,S308H,Emergency Department,4300,4104,16,1
2017,2017Q4,11,S314H,Emergency Department,9725,8157,281,62
2017,2017Q4,11,S319H,Emergency Department,4824,4655,1,0
2017,2017Q4,11,R103H,Emergency Department,454,436,0,0
2017,2017Q4,11,Z102H,Emergency Department,588,568,0,0
2017,2017Q4,11,T101H,Emergency Department,4046,3929,2,0
2017,2017Q4,11,T202H,Emergency Department,1905,1874,0,0
2017,2017Q4,11,T205H,Minor Injury Unit or Other,29,29,0,0
2017,2017Q4,11,T209H,Minor Injury Unit or Other,239,239,0,0
2017,2017Q4,11,T304H,Minor Injury Unit or Other,1145,1145,0,0
2017,2017Q4,11,T305H,Minor Injury Unit or Other,176,176,0,0
2017,2017Q4,11,T316H,Minor Injury Unit or Other,67,67,0,0
2017,2017Q4,11,T319H,Minor Injury Unit or Other,375,375,0,0
2017,2017Q4,11,T320H,Minor Injury Unit or Other,140,139,0,0
2017,2017Q4,11,T357C,Minor Injury Unit or Other,333,333,0,0
2017,2017Q4,11,W106H,Minor Injury Unit or Other,33,33,0,0
2017,2017Q4,11,W107H,Emergency Department,497,491,0,0
2017,2017Q4,11,W108H,Minor Injury Unit or Other,111,110,0,0
2017,2017Q4,12,A101H,Minor Injury Unit or Other,162,161,0,0
2017,2017Q4,12,A110H,Minor Injury Unit or Other,63,58,0,0
2017,2017Q4,12,A111H,Emergency Department,6012,5481,125,36
2017,2017Q4,12,A210H,Emergency Department,3253,3037,45,12
2017,2017Q4,12,A216H,Minor Injury Unit or Other,56,56,0,0
2017,2017Q4,12,B103H,Minor Injury Unit or Other,8,8,0,0
2017,2017Q4,12,B105H,Minor Injury Unit or Other,81,81,0,0
2017,2017Q4,12,B114H,Minor Injury Unit or Other,7,7,0,0
2017,2017Q4,12,B118H,Minor Injury Unit or Other,32,32,0,0
2017,2017Q4,12,B120H,Emergency Department,2623,2319,52,23
2017,2017Q4,12,Y101H,Minor Injury Unit or Other,19,19,0,0
2017,2017Q4,12,Y106H,Minor Injury Unit or Other,34,34,0,0
2017,2017Q4,12,Y109H,Minor Injury Unit or Other,1,1,0,0
2017,2017Q4,12,Y110H,Minor Injury Unit or Other,10,10,0,0
2017,2017Q4,12,Y144H,Emergency Department,1130,1036,6,1
2017,2017Q4,12,Y146H,Emergency Department,2850,2408,70,2
2017,2017Q4,12,F704H,Emergency Department,5529,4889,89,25
2017,2017Q4,12,F708H,Minor Injury Unit or Other,121,121,0,0
2017,2017Q4,12,F709H,Minor Injury Unit or Other,195,195,0,0
2017,2017Q4,12,F805H,Minor Injury Unit or Other,1630,1584,5,0
2017,2017Q4,12,V201H,Minor Injury Unit or Other,1427,1424,0,0
2017,2017Q4,12,V217H,Emergency Department,5569,3932,331,101
2017,2017Q4,12,N101H,Emergency Department,5344,4630,47,6
2017,2017Q4,12,N121H,Emergency Department,1262,1238,0,0
2017,2017Q4,12,N151H,Minor Injury Unit or Other,82,82,0,0
2017,2017Q4,12,N331H,Minor Injury Unit or Other,4,4,0,0
2017,2017Q4,12,N332H,Minor Injury Unit or Other,38,38,0,0
2017,2017Q4,12,N333H,Minor Injury Unit or Other,1410,1409,0,0
2017,2017Q4,12,N334H,Minor Injury Unit or Other,771,766,0,0
2017,2017Q4,12,N335H,Minor Injury Unit or Other,276,274,0,0
2017,2017Q4,12,N336H,Minor Injury Unit or Other,141,141,0,0
2017,2017Q4,12,N337H,Minor Injury Unit or Other,244,244,0,0
2017,2017Q4,12,N411H,Emergency Department,2096,2003,3,0
2017,2017Q4,12,N431H,Minor Injury Unit or Other,47,47,0,0
2017,2017Q4,12,N432H,Minor Injury Unit or Other,8,8,0,0
2017,2017Q4,12,N433H,Minor Injury Unit or Other,98,98,0,0
2017,2017Q4,12,N451H,Minor Injury Unit or Other,20,20,0,0
2017,2017Q4,12,N494H,Minor Injury Unit or Other,80,80,0,0
2017,2017Q4,12,N683C,Minor Injury Unit or Other,38,38,0,0
2017,2017Q4,12,C206H,Minor Injury Unit or Other,1372,1267,12,2
2017,2017Q4,12,C313H,Emergency Department,2908,2451,38,3
2017,2017Q4,12,C418H,Emergency Department,5927,4451,366,29
2017,2017Q4,12,G107H,Emergency Department,8061,6308,263,33
2017,2017Q4,12,G207H,Minor Injury Unit or Other,1460,1422,0,0
2017,2017Q4,12,G306H,Minor Injury Unit or Other,2481,2480,0,0
2017,2017Q4,12,G405H,Emergency Department,8848,6384,351,73
2017,2017Q4,12,G513H,Emergency Department,5944,5533,2,0
2017,2017Q4,12,C106H,Minor Injury Unit or Other,721,713,0,0
2017,2017Q4,12,C108H,Minor Injury Unit or Other,116,115,0,0
