year,year_quarter,month,treatment_location,department_type,number_of_attendances_aggregate,number_meeting_target_aggregate,attendance_greater8hrs,attendance_greater12hrs,discharge_destination_admission_to_same,discharge_destination_other_specialty,discharge_destination_residence,discharge_destination_transfer,discharge_destination_unknown
2017,2017Q2,05,C113H,Minor Injury Unit or Other,408,405,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,C121H,Emergency Department,797,789,0,0,188,1,577,31,0
2017,2017Q2,05,C122H,Minor Injury Unit or Other,503,501,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,H101H,Minor Injury Unit or Other,219,219,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,H103H,Emergency Department,637,632,0,0,186,1,448,2,0
2017,2017Q2,05,H106H,Minor Injury Unit or Other,71,71,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,H202H,Emergency Department,3214,3017,5,0,728,1,2472,13,0
2017,2017Q2,05,H208H,Minor Injury Unit or Other,469,469,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,H210H,Minor Injury Unit or Other,109,109,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,H212H,Emergency Department,932,899,2,0,144,0,783,5,0
2017,2017Q2,05,H214H,Minor Injury Unit or Other,486,486,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,H215H,Minor Injury Unit or Other,232,232,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,H217H,Minor Injury Unit or Other,34,34,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,H219H,Minor Injury Unit or Other,136,136,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,H224H,Minor Injury Unit or Other,433,428,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,H227B,Minor Injury Unit or Other,148,148,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,H227H,Minor Injury Unit or Other,109,106,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,L106H,Emergency Department,6165,5895,24,1,1938,4,4056,117,50
2017,2017Q2,05,L206H,Minor Injury Unit or Other,57,57,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,L207H,Minor Injury Unit or Other,115,115,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,L302H,Emergency Department,5876,5307,88,26,1622,6,4150,79,19
2017,2017Q2,05,L308H,Emergency Department,6510,5920,33,1,1742,8,4582,58,120
2017,2017Q2,05,S108H,Minor Injury Unit or Other,166,166,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,S116H,Minor Injury Unit or Other,4208,3856,74,33,1146,0,3043,19,0
2017,2017Q2,05,S308H,Emergency Department,4872,4752,5,0,990,5,3798,79,0
2017,2017Q2,05,S314H,Emergency Department,10455,9848,83,5,2859,20,7429,147,0
2017,2017Q2,05,S319H,Emergency Department,4424,4327,4,0,529,2,3800,93,0
2017,2017Q2,05,R103H,Emergency Department,563,543,3,0,139,0,418,2,4
2017,2017Q2,05,Z102H,Emergency Department,680,656,1,0,176,3,488,5,8
2017,2017Q2,05,T101H,Emergency Department,4393,4254,0,0,1370,7,2783,224,9
2017,2017Q2,05,T202H,Emergency Department,2344,2259,0,0,431,5,1532,376,0
2017,2017Q2,05,T205H,Minor Injury Unit or Other,34,34,0,0,1,0,27,6,0
2017,2017Q2,05,T209H,Minor Injury Unit or Other,320,320,0,0,0,0,300,16,4
2017,2017Q2,05,T304H,Minor Injury Unit or Other,1421,1421,0,0,0,1,1315,100,5
2017,2017Q2,05,T305H,Minor Injury Unit or Other,190,190,0,0,0,0,182,8,0
2017,2017Q2,05,T316H,Minor Injury Unit or Other,107,107,0,0,0,0,97,9,1
2017,2017Q2,05,T319H,Minor Injury Unit or Other,590,590,0,0,0,0,561,29,0
2017,2017Q2,05,T320H,Minor Injury Unit or Other,206,206,0,0,0,0,194,12,0
2017,2017Q2,05,T357C,Minor Injury Unit or Other,464,464,0,0,0,0,438,21,5
2017,2017Q2,05,W106H,Minor Injury Unit or Other,85,85,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,05,W107H,Emergency Department,584,579,0,0,130,1,430,11,12
2017,2017Q2,05,W108H,Minor Injury Unit or Other,174,173,0,0,18,0,154,1,1
2017,2017Q2,06,A101H,Minor Injury Unit or Other,233,217,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,A110H,Minor Injury Unit or Other,101,100,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,A111H,Emergency Department,5740,5555,29,8,1921,5,3487,47,280
2017,2017Q2,06,A210H,Emergency Department,3702,3591,14,0,1158,1,2347,88,108
2017,2017Q2,06,A216H,Minor Injury Unit or Other,78,78,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,B103H,Minor Injury Unit or Other,15,15,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,B105H,Minor Injury Unit or Other,97,97,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,B114H,Minor Injury Unit or Other,16,16,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,B118H,Minor Injury Unit or Other,60,60,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,B120H,Emergency Department,2555,2478,2,0,787,2,1577,181,8
2017,2017Q2,06,Y101H,Minor Injury Unit or Other,23,23,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,Y106H,Minor Injury Unit or Other,33,33,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,Y109H,Minor Injury Unit or Other,2,2,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,Y110H,Minor Injury Unit or Other,9,9,0,0,0,0,9,0,0
2017,2017Q2,06,Y144H,Emergency Department,1031,983,0,0,68,2,858,78,25
2017,2017Q2,06,Y146H,Emergency Department,3145,3008,1,0,1134,3,1905,52,51
2017,2017Q2,06,F704H,Emergency Department,5350,5056,12,1,1523,5,3666,82,74
2017,2017Q2,06,F708H,Minor Injury Unit or Other,178,178,0,0,0,0,169,5,4
2017,2017Q2,06,F709H,Minor Injury Unit or Other,251,251,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,F805H,Minor Injury Unit or Other,1992,1989,0,0,24,0,1787,150,31
2017,2017Q2,06,V201H,Minor Injury Unit or Other,1506,1504,0,0,2,0,1014,92,398
2017,2017Q2,06,V217H,Emergency Department,5571,5193,2,0,1486,9,3257,57,762
2017,2017Q2,06,N101H,Emergency Department,4780,4539,4,0,1199,8,3139,21,413
2017,2017Q2,06,N121H,Emergency Department,1432,1405,0,0,119,0,1260,0,53
2017,2017Q2,06,N151H,Minor Injury Unit or Other,118,118,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,N331H,Minor Injury Unit or Other,14,14,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,N332H,Minor Injury Unit or Other,37,37,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,N333H,Minor Injury Unit or Other,1304,1302,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,N334H,Minor Injury Unit or Other,711,707,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,N335H,Minor Injury Unit or Other,291,290,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,N336H,Minor Injury Unit or Other,194,194,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,N337H,Minor Injury Unit or Other,281,273,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,N411H,Emergency Department,2157,2105,4,0,431,0,1667,14,45
2017,2017Q2,06,N431H,Minor Injury Unit or Other,51,51,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,N432H,Minor Injury Unit or Other,19,19,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,N433H,Minor Injury Unit or Other,89,89,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,N451H,Minor Injury Unit or Other,15,15,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,N494H,Minor Injury Unit or Other,92,92,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,N683C,Minor Injury Unit or Other,44,44,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,C206H,Minor Injury Unit or Other,1484,1458,0,0,212,0,1168,86,18
2017,2017Q2,06,C313H,Emergency Department,2691,2529,7,0,632,3,1861,32,163
2017,2017Q2,06,C418H,Emergency Department,5350,4908,27,0,1371,7,3741,118,113
2017,2017Q2,06,G107H,Emergency Department,7709,6710,27,0,2234,10,4879,162,424
2017,2017Q2,06,G207H,Minor Injury Unit or Other,1716,1716,0,0,0,0,1580,109,27
2017,2017Q2,06,G306H,Minor Injury Unit or Other,2928,2928,0,0,0,0,2626,276,26
2017,2017Q2,06,G405H,Emergency Department,8283,7516,18,0,2508,20,5438,92,225
2017,2017Q2,06,G513H,Emergency Department,4765,4745,0,0,801,1,3954,4,5
2017,2017Q2,06,C106H,Minor Injury Unit or Other,669,669,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,C108H,Minor Injury Unit or Other,102,102,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,C113H,Minor Injury Unit or Other,422,415,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,C121H,Emergency Department,726,708,0,0,175,1,539,11,0
2017,2017Q2,06,C122H,Minor Injury Unit or Other,500,498,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,H101H,Minor Injury Unit or Other,217,217,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,H103H,Emergency Department,621,609,0,0,169,2,446,4,0
2017,2017Q2,06,H106H,Minor Injury Unit or Other,51,51,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,H202H,Emergency Department,3038,2868,3,0,721,6,2296,15,0
2017,2017Q2,06,H208H,Minor Injury Unit or Other,434,434,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,H210H,Minor Injury Unit or Other,94,94,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,H212H,Emergency Department,904,871,1,0,154,3,741,6,0
2017,2017Q2,06,H214H,Minor Injury Unit or Other,432,432,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,H215H,Minor Injury Unit or Other,265,265,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,H217H,Minor Injury Unit or Other,40,40,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,H219H,Minor Injury Unit or Other,175,175,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,H224H,Minor Injury Unit or Other,379,376,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,H227B,Minor Injury Unit or Other,150,150,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,H227H,Minor Injury Unit or Other,150,150,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,L106H,Emergency Department,5805,5624,6,0,1784,6,3854,116,45
2017,2017Q2,06,L206H,Minor Injury Unit or Other,92,92,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,L207H,Minor Injury Unit or Other,109,109,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,L302H,Emergency Department,5250,4834,59,28,1516,8,3635,66,25
2017,2017Q2,06,L308H,Emergency Department,5997,5641,16,0,1690,8,4163,48,88
2017,2017Q2,06,S108H,Minor Injury Unit or Other,201,201,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,S116H,Minor Injury Unit or Other,3944,3577,80,31,1143,0,2763,38,0
2017,2017Q2,06,S308H,Emergency Department,4584,4440,4,0,960,1,3535,88,0
2017,2017Q2,06,S314H,Emergency Department,9872,9485,50,4,2824,14,6927,107,0
2017,2017Q2,06,S319H,Emergency Department,4101,4028,3,0,466,0,3468,167,0
2017,2017Q2,06,R103H,Emergency Department,516,511,0,0,117,2,394,1,2
2017,2017Q2,06,Z102H,Emergency Department,665,652,1,1,137,1,520,1,6
2017,2017Q2,06,T101H,Emergency Department,4080,4040,0,0,1224,6,2592,258,0
2017,2017Q2,06,T202H,Emergency Department,2098,2020,1,0,362,1,1442,279,14
2017,2017Q2,06,T205H,Minor Injury Unit or Other,44,44,0,0,0,0,38,4,2
2017,2017Q2,06,T209H,Minor Injury Unit or Other,287,287,0,0,0,0,262,23,2
2017,2017Q2,06,T304H,Minor Injury Unit or Other,1308,1308,0,0,0,0,1189,114,5
2017,2017Q2,06,T305H,Minor Injury Unit or Other,172,172,0,0,0,0,163,8,1
2017,2017Q2,06,T316H,Minor Injury Unit or Other,101,101,0,0,0,0,91,7,3
2017,2017Q2,06,T319H,Minor Injury Unit or Other,560,560,0,0,0,0,530,29,1
2017,2017Q2,06,T320H,Minor Injury Unit or Other,234,232,0,0,0,0,223,11,0
2017,2017Q2,06,T357C,Minor Injury Unit or Other,410,410,0,0,0,0,398,12,0
2017,2017Q2,06,W106H,Minor Injury Unit or Other,54,54,NA,NA,NA,NA,NA,NA,NA
2017,2017Q2,06,W107H,Emergency Department,556,554,0,0,129,0,409,8,10
2017,2017Q2,06,W108H,Minor Injury Unit or Other,149,148,0,0,21,0,126,1,1
2017,2017Q3,07,A101H,Minor Injury Unit or Other,268,267,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,A110H,Minor Injury Unit or Other,84,84,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,A111H,Emergency Department,5769,5583,19,0,1869,8,3609,43,240
2017,2017Q3,07,A210H,Emergency Department,3235,3106,27,8,896,7,2137,74,121
2017,2017Q3,07,A216H,Minor Injury Unit or Other,101,101,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,B103H,Minor Injury Unit or Other,6,6,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,B105H,Minor Injury Unit or Other,75,75,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,B114H,Minor Injury Unit or Other,7,7,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,B118H,Minor Injury Unit or Other,51,51,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,B120H,Emergency Department,2514,2408,3,0,796,3,1552,150,13
2017,2017Q3,07,Y101H,Minor Injury Unit or Other,38,38,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,Y106H,Minor Injury Unit or Other,41,41,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,Y109H,Minor Injury Unit or Other,3,3,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,Y110H,Minor Injury Unit or Other,9,9,0,0,0,0,8,1,0
2017,2017Q3,07,Y144H,Emergency Department,1101,1033,1,0,61,0,915,94,31
2017,2017Q3,07,Y146H,Emergency Department,3296,3129,4,0,1201,3,1973,68,51
2017,2017Q3,07,F704H,Emergency Department,5493,5210,9,0,1542,19,3759,106,67
2017,2017Q3,07,F708H,Minor Injury Unit or Other,130,130,0,0,2,0,123,2,3
2017,2017Q3,07,F709H,Minor Injury Unit or Other,296,295,0,0,1,0,287,8,0
2017,2017Q3,07,F805H,Minor Injury Unit or Other,1749,1746,0,0,20,0,1551,165,13
2017,2017Q3,07,V201H,Minor Injury Unit or Other,1442,1442,0,0,3,0,1059,100,280
2017,2017Q3,07,V217H,Emergency Department,5562,5089,6,0,1585,6,3121,111,739
2017,2017Q3,07,N101H,Emergency Department,4884,4503,9,0,1310,9,3081,17,467
2017,2017Q3,07,N121H,Emergency Department,1146,1133,0,0,123,0,975,0,48
2017,2017Q3,07,N151H,Minor Injury Unit or Other,99,99,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,N331H,Minor Injury Unit or Other,13,13,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,N332H,Minor Injury Unit or Other,25,25,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,N333H,Minor Injury Unit or Other,1397,1395,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,N334H,Minor Injury Unit or Other,707,701,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,N335H,Minor Injury Unit or Other,298,297,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,N336H,Minor Injury Unit or Other,156,156,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,N337H,Minor Injury Unit or Other,280,274,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,N411H,Emergency Department,2205,2168,0,0,397,3,1750,14,41
2017,2017Q3,07,N431H,Minor Injury Unit or Other,67,67,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,N432H,Minor Injury Unit or Other,26,26,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,N433H,Minor Injury Unit or Other,93,93,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,N451H,Minor Injury Unit or Other,19,19,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,N494H,Minor Injury Unit or Other,93,93,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,N683C,Minor Injury Unit or Other,39,39,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,C206H,Minor Injury Unit or Other,1468,1451,0,0,216,0,1153,83,16
2017,2017Q3,07,C313H,Emergency Department,2784,2600,7,0,639,3,1891,44,207
2017,2017Q3,07,C418H,Emergency Department,5305,4842,17,1,1382,14,3702,109,98
2017,2017Q3,07,G107H,Emergency Department,7779,7200,12,0,2224,18,4957,178,402
2017,2017Q3,07,G207H,Minor Injury Unit or Other,1552,1551,0,0,1,1,1445,85,20
2017,2017Q3,07,G306H,Minor Injury Unit or Other,2747,2747,0,0,1,0,2481,222,43
2017,2017Q3,07,G405H,Emergency Department,8689,8013,6,0,2634,23,5709,68,255
2017,2017Q3,07,G513H,Emergency Department,4137,4123,0,0,652,1,3477,3,4
2017,2017Q3,07,C106H,Minor Injury Unit or Other,743,743,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,C108H,Minor Injury Unit or Other,110,110,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,C113H,Minor Injury Unit or Other,424,422,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,C121H,Emergency Department,742,729,1,1,161,3,564,14,0
2017,2017Q3,07,C122H,Minor Injury Unit or Other,494,489,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,H101H,Minor Injury Unit or Other,245,245,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,H103H,Emergency Department,683,674,1,0,188,3,489,3,0
2017,2017Q3,07,H106H,Minor Injury Unit or Other,76,76,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,H202H,Emergency Department,3080,2920,6,0,694,4,2374,8,0
2017,2017Q3,07,H208H,Minor Injury Unit or Other,430,430,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,H210H,Minor Injury Unit or Other,89,89,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,H212H,Emergency Department,943,912,2,0,144,2,789,8,0
2017,2017Q3,07,H214H,Minor Injury Unit or Other,472,472,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,H215H,Minor Injury Unit or Other,293,293,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,H217H,Minor Injury Unit or Other,80,80,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,H219H,Minor Injury Unit or Other,167,167,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,H224H,Minor Injury Unit or Other,384,380,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,H227B,Minor Injury Unit or Other,167,167,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,H227H,Minor Injury Unit or Other,150,149,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,L106H,Emergency Department,5616,5443,6,0,1765,6,3703,96,46
2017,2017Q3,07,L206H,Minor Injury Unit or Other,68,68,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,L207H,Minor Injury Unit or Other,75,75,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,L302H,Emergency Department,5466,5116,25,4,1632,10,3732,69,23
2017,2017Q3,07,L308H,Emergency Department,5773,5519,12,0,1566,9,4054,78,66
2017,2017Q3,07,S108H,Minor Injury Unit or Other,183,183,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,S116H,Minor Injury Unit or Other,3919,3665,30,7,1206,0,2684,29,0
2017,2017Q3,07,S308H,Emergency Department,4411,4311,6,0,889,11,3422,89,0
2017,2017Q3,07,S314H,Emergency Department,10069,9598,67,6,2870,17,7044,138,0
2017,2017Q3,07,S319H,Emergency Department,3311,3278,1,0,417,0,2724,170,0
2017,2017Q3,07,R103H,Emergency Department,519,493,0,0,112,1,401,4,1
2017,2017Q3,07,Z102H,Emergency Department,682,662,0,0,177,0,496,2,7
2017,2017Q3,07,T101H,Emergency Department,4092,3993,1,0,1197,9,2602,240,44
2017,2017Q3,07,T202H,Emergency Department,2214,2164,0,0,403,0,1422,346,43
2017,2017Q3,07,T205H,Minor Injury Unit or Other,28,28,0,0,0,0,26,2,0
2017,2017Q3,07,T209H,Minor Injury Unit or Other,285,285,0,0,0,0,272,12,1
2017,2017Q3,07,T304H,Minor Injury Unit or Other,1391,1389,0,0,0,0,1280,109,2
2017,2017Q3,07,T305H,Minor Injury Unit or Other,205,205,0,0,0,0,197,8,0
2017,2017Q3,07,T316H,Minor Injury Unit or Other,59,59,0,0,0,0,56,3,0
2017,2017Q3,07,T319H,Minor Injury Unit or Other,562,562,0,0,0,0,538,24,0
2017,2017Q3,07,T320H,Minor Injury Unit or Other,274,274,0,0,0,0,255,19,0
2017,2017Q3,07,T357C,Minor Injury Unit or Other,413,413,0,0,0,2,395,14,2
2017,2017Q3,07,W106H,Minor Injury Unit or Other,95,95,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,07,W107H,Emergency Department,694,689,0,0,165,1,510,10,8
2017,2017Q3,07,W108H,Minor Injury Unit or Other,173,173,0,0,15,0,157,1,0
2017,2017Q3,08,A101H,Minor Injury Unit or Other,243,238,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,A110H,Minor Injury Unit or Other,71,71,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,A111H,Emergency Department,5784,5417,63,10,1884,9,3567,52,272
2017,2017Q3,08,A210H,Emergency Department,3153,3030,7,0,885,3,2097,97,71
2017,2017Q3,08,A216H,Minor Injury Unit or Other,99,99,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,B103H,Minor Injury Unit or Other,14,14,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,B105H,Minor Injury Unit or Other,86,86,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,B114H,Minor Injury Unit or Other,14,14,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,B118H,Minor Injury Unit or Other,58,58,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,B120H,Emergency Department,2571,2483,1,0,787,0,1566,203,15
2017,2017Q3,08,Y101H,Minor Injury Unit or Other,35,35,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,Y106H,Minor Injury Unit or Other,49,49,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,Y109H,Minor Injury Unit or Other,2,2,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,Y110H,Minor Injury Unit or Other,16,16,0,0,0,0,10,4,2
2017,2017Q3,08,Y144H,Emergency Department,1087,1031,6,1,79,1,901,77,29
2017,2017Q3,08,Y146H,Emergency Department,3172,2961,2,0,1137,2,1925,59,49
2017,2017Q3,08,F704H,Emergency Department,5562,5308,8,0,1610,6,3788,104,54
2017,2017Q3,08,F708H,Minor Injury Unit or Other,153,153,0,0,0,0,146,2,5
2017,2017Q3,08,F709H,Minor Injury Unit or Other,316,316,0,0,2,0,305,9,0
2017,2017Q3,08,F805H,Minor Injury Unit or Other,1906,1903,0,0,13,0,1722,142,29
2017,2017Q3,08,V201H,Minor Injury Unit or Other,1535,1534,0,0,2,0,1114,108,311
2017,2017Q3,08,V217H,Emergency Department,5536,5079,7,0,1466,4,3237,112,717
2017,2017Q3,08,N101H,Emergency Department,4977,4541,14,0,1223,10,3389,17,338
2017,2017Q3,08,N121H,Emergency Department,1262,1259,0,0,116,0,1090,0,56
2017,2017Q3,08,N151H,Minor Injury Unit or Other,139,139,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,N331H,Minor Injury Unit or Other,10,10,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,N332H,Minor Injury Unit or Other,27,27,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,N333H,Minor Injury Unit or Other,1286,1284,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,N334H,Minor Injury Unit or Other,669,669,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,N335H,Minor Injury Unit or Other,320,320,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,N336H,Minor Injury Unit or Other,171,171,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,N337H,Minor Injury Unit or Other,300,294,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,N411H,Emergency Department,2171,2104,2,0,380,0,1718,25,48
2017,2017Q3,08,N431H,Minor Injury Unit or Other,78,78,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,N432H,Minor Injury Unit or Other,21,21,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,N433H,Minor Injury Unit or Other,119,119,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,N451H,Minor Injury Unit or Other,12,12,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,N494H,Minor Injury Unit or Other,121,121,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,N683C,Minor Injury Unit or Other,42,42,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,C206H,Minor Injury Unit or Other,1526,1508,0,0,201,2,1236,74,13
2017,2017Q3,08,C313H,Emergency Department,2762,2541,8,0,647,4,1827,42,242
2017,2017Q3,08,C418H,Emergency Department,5421,4884,30,0,1382,11,3795,129,104
2017,2017Q3,08,G107H,Emergency Department,7792,7387,2,0,2270,11,4961,151,399
2017,2017Q3,08,G207H,Minor Injury Unit or Other,1723,1723,0,0,0,0,1590,114,19
2017,2017Q3,08,G306H,Minor Injury Unit or Other,2882,2882,0,0,0,0,2568,247,67
2017,2017Q3,08,G405H,Emergency Department,8726,7692,12,0,2649,19,5768,89,201
2017,2017Q3,08,G513H,Emergency Department,4863,4778,0,0,946,3,3901,1,12
2017,2017Q3,08,C106H,Minor Injury Unit or Other,713,713,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,C108H,Minor Injury Unit or Other,132,132,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,C113H,Minor Injury Unit or Other,392,390,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,C121H,Emergency Department,727,717,0,0,180,1,536,10,0
2017,2017Q3,08,C122H,Minor Injury Unit or Other,549,547,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,H101H,Minor Injury Unit or Other,207,207,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,H103H,Emergency Department,661,647,0,0,165,2,493,1,0
2017,2017Q3,08,H106H,Minor Injury Unit or Other,85,85,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,H202H,Emergency Department,3219,2972,13,1,682,3,2521,13,0
2017,2017Q3,08,H208H,Minor Injury Unit or Other,397,397,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,H210H,Minor Injury Unit or Other,103,103,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,H212H,Emergency Department,987,948,1,0,154,1,823,9,0
2017,2017Q3,08,H214H,Minor Injury Unit or Other,437,429,NA,NA,NA,NA,NA,NA,NA
2017,2017Q3,08,H215H,Minor Injury Unit or Other,242,241,NA,NA,NA,NA,NA,NA,NA
